USR;TWEET;LANG;DATE;CLAS
statstrader;@keyatoms @sashandiggers @ChainFunction on the topic of censorship: https://t.co/bnZs9DcS1X;en;2018-02-09 13:51:43;NEUTRO
qfgsfspvze2587;"RT @Applancer_pro: Ukraine Is Considering To Secern Mining 
https://t.co/5oIprFc5rz  #Ukraine #invest #investment #Mining #bitcoin #bitcoin…";en;2018-02-09 13:51:43;NEUTRO
zwpATDxFU4ONAhr;@cryptoscoopnews Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have b… https://t.co/5bnkoA71ud;en;2018-02-09 13:51:43;NEUTRO
FredGozalbes;"BITCOIN = FALCON HEAVY ROCKET
IT'S TIME TO FLY TO MARS";en;2018-02-09 13:51:44;NEUTRO
zEriVirUs;RT @IOHK_Charles: Just wanted to mention that Forbes left off Satoshi Nakamoto from the rich list. His wealth would be more than 10 billion…;en;2018-02-09 13:51:43;NEUTRO
Crypto_Jay_99;"RT @nopara73: Maybe it's too obvious for most of you, but let me point out this:  
Confidential Transactions/Bulletproofs + Neutrino/Client…";en;2018-02-09 13:51:44;NEUTRO
Toyota_Venza;RT @ManjeetRege: Coincheck Confirms Crypto Hack Loss Larger than Mt Gox https://t.co/C3nxSnfGgA #Bitcoin #Ethereum #Cryptocurrency #Blockch…;en;2018-02-09 13:51:44;NEUTRO
uRJbHTxOQjf1s1Y;@Nerfman55 Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have balance… https://t.co/PL0SoCtD0B;en;2018-02-09 13:51:44;NEUTRO
ld66_ew;"RT @coindesk: #Bitcoin hits four-day high of $8,621.27 https://t.co/XwC8b5roGz
(data via CoinDesk's Bitcoin Price Index) https://t.co/0lXxM…";en;2018-02-09 13:51:44;NEUTRO
rykmabdullah;"RT @SAMFinsPlatform: Guess who is setting up the building blocks for new age economy?
#SAMFins
#Bitcoin #Ethereum #Blockchain #decentralize…";en;2018-02-09 13:51:45;NEUTRO
ungoawyjhkzdl61;"RT @Applancer_pro: Bitmain 2017 revenue report says the company generated $2.3 Billion Revenue
https://t.co/fmNVMLooaN #Bitmain #cryptocurr…";en;2018-02-09 13:51:45;NEUTRO
melelavon1266;RT @BitcoinCryptoMM: BIG NEWS: my business partner thinks bitcoin will drop to $8500. He’s excited to be buying it cheap. Also as my mentor…;en;2018-02-09 13:51:45;NEUTRO
ValerieDwyer;RT @ValerieDwyer: #*ValerieDwyer*EntrepreneurDaily is out! https://t.co/RN8yUWltKT Stories via @jamsovaluesmart @HallaTomas @Ventureneer #l…;en;2018-02-09 13:51:46;NEUTRO
karitoyoda1273;"RT @Applancer_pro: Bitcoin and altcoins market hit new lows as US stock market faces high volatility
https://t.co/40ZSlksSlP #Bitcoin #btc…";en;2018-02-09 13:51:47;NEUTRO
clelyedakay1493;"RT @applancer_crypt: Ukraine Is Considering To Secern Mining 
https://t.co/KLwhwE4Q30  #Ukraine #invest #investment #Mining #bitcoin #bitco…";en;2018-02-09 13:51:47;NEUTRO
stu_sir;"RT @BoogieCrypto: Crypto Twitter right now... @giancarloCFTC is the legend we needed.

$BTC $Crypto #Bitcoin #cryptocurrency #Hodl #HodlOnf…";en;2018-02-09 13:51:47;NEUTRO
JeffLee2020;RT @TraderStef: Prepare to be Entertained – The “#PowellPut,” a Twit Peruse, and Stock Market Charts @TraderStef for @CrushTheStreet https:…;en;2018-02-09 13:51:47;NEUTRO
Payzaofficial;"RT @Firoz_Patel_: Many #Bitcoin features offered by @Payzaofficial: Send, Receive, and Hold Bitcoins. #cryptocurrency
https://t.co/e7x3EiRd…";en;2018-02-09 13:51:48;NEUTRO
TalkMarkets;Bitcoin and Cryptocurrencies: This 1 Thing Could Damage Them Severely $BCOIN https://t.co/zObGv4zFUI;en;2018-02-09 13:51:49;NEUTRO
pwgdrk;“Diversifying Bitcoin? Take a Look at These Four Cryptocurrencies” by Kenny Li https://t.co/GN1GIg9QGS;en;2018-02-09 13:51:49;NEUTRO
neWFedback;RT @BitcoinWrld: Litecoin Price Forecast: LTC Overtakes #Bitcoin in One Part of the Digital World https://t.co/qW856KCF22 https://t.co/OuUX…;en;2018-02-09 13:51:50;NEUTRO
KryptoStudios_;RT @btcArtGallery: 'Brother painted this after watching friends check the value of bitcoin every 5 seconds for the last two weeks' via robi…;en;2018-02-09 13:51:50;NEUTRO
Damaris_Goddrie;RT @ManjeetRege: Coincheck Confirms Crypto Hack Loss Larger than Mt Gox https://t.co/C3nxSnfGgA #Bitcoin #Ethereum #Cryptocurrency #Blockch…;en;2018-02-09 13:51:51;NEUTRO
Olga_Gaff;RT @rateico: When people will wake up and understand real mission of this persons, ether will be near zero, this why my recommendation buy…;en;2018-02-09 13:51:52;NEUTRO
nLDNV1c3E7Ae4SG;@RaviKlove Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have balance… https://t.co/xeYRXghv1Z;en;2018-02-09 13:51:52;NEUTRO
ajhurtadob;"RT @JustinWolfers: ""If Bitcoin is a 'store of value,' then asset prices are entirely arbitrary. As the proliferation of cryptocurrencies ha…";en;2018-02-09 13:51:52;NEUTRO
XiYl3roOa7XXFk8;@tri2g Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have balance on… https://t.co/uylnI6VVHH;en;2018-02-09 13:51:52;NEUTRO
ToneOzMia;RT @CryptoDaRock: #Bitcoin Market Cycle https://t.co/WOpARtWvVs;en;2018-02-09 13:51:52;NEUTRO
nLDNV1c3E7Ae4SG;@renoshad23 Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have balanc… https://t.co/to9d7vi6iI;en;2018-02-09 13:51:53;NEUTRO
GinaFatone;"RT @PindexToken: Get your bounty now https://t.co/NdJnMFTkto
#ICO  #KoreanUpdates #bitcoin @TwitterKorea @RFA_Chinese https://t.co/Ji9tr94M…";en;2018-02-09 13:51:53;NEUTRO
sub_gabi;"RT @missmoneyfem: Now accepting #bitcoin as a form of tribute!

1ELCR74V5DR1T49j6EBMADqWWzQfbeLbGA

Get sending. 😘

#findom #Bitcoin #tribu…";en;2018-02-09 13:51:54;NEUTRO
bitcoincafe_ch;#Aragon Announcing #AragonLabs #Bitcoin #Ethereum  #Blockchain #0x #Decentraland #DemocracyEarth #Distrix0x… https://t.co/zNeKkgcPXI;en;2018-02-09 13:51:54;NEUTRO
yumima5128;Get Free Bitcoin        https://t.co/tMN1HbUnl5;en;2018-02-09 13:51:54;NEUTRO
yumima5126;Get Free Bitcoin        https://t.co/sBO4pmfumS;en;2018-02-09 13:51:54;NEUTRO
nLDNV1c3E7Ae4SG;@Cryptobulldoggy Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have b… https://t.co/7uc42WoUxO;en;2018-02-09 13:51:55;NEUTRO
yumima5131;Get Free Bitcoin        https://t.co/tqIW5kmKC2;en;2018-02-09 13:51:55;NEUTRO
seansalazar1681;RT @applancer_crypt: Lightning network crosses major milestone- completes 1,000 mainnet Payment channels https://t.co/KxT5vo6z1B  #Lightnin…;en;2018-02-09 13:51:55;NEUTRO
XiYl3roOa7XXFk8;@dstarz47 Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have balance… https://t.co/E3BdFvtw8J;en;2018-02-09 13:51:55;NEUTRO
fabiomarazzi1;RT @ManjeetRege: Coincheck Confirms Crypto Hack Loss Larger than Mt Gox https://t.co/C3nxSnfGgA #Bitcoin #Ethereum #Cryptocurrency #Blockch…;en;2018-02-09 13:51:56;NEUTRO
brianluebben;"RT @erikfinman: Society: ""Go $40k into debt at the beginning of your adult years! What could go wrong?""
Society: ""So what you can't afford…";en;2018-02-09 13:51:56;NEUTRO
maple_krueger;RT @CoinPlacePro: #coinplacepro: BITCOIN HARDFORKS ON COINPLACE https://t.co/ip31nNb7na;en;2018-02-09 13:51:56;NEUTRO
umutg;"RT @dan_pantera: #Bitcoin Price Cycles

After a 1067-day bull market, a downdraft which is spot on previous bear markets in depth, retracem…";en;2018-02-09 13:51:56;NEUTRO
bitcoin_ita;"RT @Cointelegraph: Giancarlo &amp; Clayton to the #crypto rescue! 
High profile pundits support the latest developments by posting upbeat predi…";en;2018-02-09 13:51:57;NEUTRO
bolbauuu;RT @CryptonautAI: Bitcoin has landed on #WallStreet https://t.co/yPYkFVvDED #cryptotrading #bitcoin #bitcoinfutures $BTC $ETH;en;2018-02-09 13:51:57;NEUTRO
Swd_79;RT @cnLedger: Next time people tell you bitcoin is banned in China, show him this pic. https://t.co/MC3Q2yzBcx;en;2018-02-09 13:51:57;NEUTRO
keithschonfruc5;RT @AmandaLorenzani: interesting predictions here about the potential of @eidoo_io https://t.co/pqUY2sJAU2 #edo #coinbase #wallet #crypto #…;en;2018-02-09 13:51:57;NEUTRO
yumiho5122;Get Free Bitcoin        https://t.co/Ri9A5kLipz;en;2018-02-09 13:51:57;NEUTRO
ungoawyjhkzdl61;"RT @applancer_crypt: Bitmain 2017 revenue report says the company generated $2.3 Billion Revenue
https://t.co/2uegtrP52M #Bitmain #cryptocu…";en;2018-02-09 13:51:57;NEUTRO
nLDNV1c3E7Ae4SG;@Mujjukh35134345 Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have b… https://t.co/FmeA0WfNw7;en;2018-02-09 13:51:58;NEUTRO
lwwrolawf172;"RT @applancer_crypt: Bitcoin and altcoins market hit new lows as US stock market faces high volatility
https://t.co/RY2gCCDfin #Bitcoin #bt…";en;2018-02-09 13:51:59;NEUTRO
D0lore;"""Both proposals, according to Maxwell, make smart contracts ""easier to implement, more fee efficient and more priva… https://t.co/SX7V1bQ8Kq";en;2018-02-09 13:51:59;NEUTRO
DeepToken;Bitcoin at center of Toledo fake ID case - Toledo Blade - https://t.co/TF2x7DSgTh via @_feedspot;en;2018-02-09 13:51:59;NEUTRO
nLDNV1c3E7Ae4SG;@DuongTien990 Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have bala… https://t.co/LeujPLZSrX;en;2018-02-09 13:51:59;NEUTRO
baeza_grazyna;"RT @applancer_crypt: Early Bitcoin adopters are stomping HODL amid newcomers panic sell-off.
https://t.co/2PPJRXkwvP #Bitcoin #Bitcoinadopt…";en;2018-02-09 13:51:59;NEUTRO
SpleckNews;BBC News: Russian nuclear scientists arrested for trying to mine Bitcoin using supercomputer. - https://t.co/u95kRb0M40;en;2018-02-09 13:52:00;NEUTRO
tEOButturini;@INTHEL00P @Drupac11 @keyatoms @rohanburger7 @ems_coin @Cryptoxec @rogerkver @krakenfx @BITCOlNCASH… https://t.co/dMYvuTXIb7;en;2018-02-09 13:52:00;NEUTRO
